DealerCode,Date,% Customer Pay Service,Current Ratio,Days Supply - New Vehicle,Days of Inventory (Parts),Dealer Loyalty,Dealer Service Retention,F&I New Car Gross PNVR,Floorplan Expense PNVR,KSI R3,F&I Penetration,Service Sales per Advisor,N.V. Sales per Sales Consultants,Net Profit (Loss) before taxes – current month,Net Profit BBIT % Sales (ROS),Parts to Labor Ratio,Rent Expense PVR,SEI R3,Total Advertising Expenses PVR,Total Dealership Expenses - PVR,Used F&I per retail unit,Used to New Ratio,VolumnGrp,operationaldate,TerminationDate,Is the Dealer at Risk?
Dealer25,1/5/2017,79.08,2.46,210,111.9,48.78,55.56,469.17,699.33,948.8,0,17321,1.2,-38796,-5.28,0.58,4.72,983.3,69.25,4788.44,480.38,4.33,VG-7,2/18/1999,3/21/2019,Yes
Dealer25,1/6/2017,76.99,2.76,154.29,97.55,51.22,56.82,136.43,583.71,948.5,0,21428,1.4,58,0.01,0.58,3.78,980,55.7,3902.83,752.7,4.71,VG-7,2/18/1999,3/21/2019,Yes
Dealer25,1/7/2017,69.14,2.74,52.5,104.16,47.5,57.81,372.25,236.94,897.9,0,15759.5,3.2,-958,-0.07,0.58,2.6,987.5,69.59,3086.09,547.38,2.63,VG-7,2/18/1999,3/21/2019,Yes
Dealer25,1/8/2017,59.29,2.38,75,67.86,,58.41,643.92,277.08,921.5,0,21162,2.4,-8549,-0.67,0.74,2.9,1000,65.4,3200.19,651.45,3.33,VG-7,2/18/1999,3/21/2019,Yes
Dealer25,1/9/2017,68.21,2.36,98.57,92.9,42.86,59.65,98.14,445.43,924.8,0,15171.5,1.4,-146,-0.01,0.65,3.28,985,77.37,3896.04,531.92,5.57,VG-7,2/18/1999,3/21/2019,Yes
Dealer25,1/10/2017,69.08,2.07,210,91.83,45.7,60.42,551,1114.2,939.9,0,16763.5,1,-5125,-0.47,0.72,4.19,977.8,84.64,4136.42,294.65,6.2,VG-7,2/18/1999,3/21/2019,Yes
Dealer25,1/11/2017,60.71,2.2,285,103.92,44.44,61.54,382.5,1325,944.6,0,17098.5,0.8,-30071,-3.93,0.89,4.72,966.7,57,4189.88,369.71,7,VG-7,2/18/1999,3/21/2019,Yes
Dealer25,1/12/2017,,,,,37.5,59.93,,,944.7,,,,,,,,978.6,,,,,,,3/21/2019,Yes
Dealer25,1/1/2018,77.11,1.86,127.5,156.66,38.1,58.7,591.63,720.5,944.6,87.5,6829,1.6,-62440,-7.9,0.77,12.58,975,43.5,12553.67,1516,0.5,VG-7,2/18/1999,3/21/2019,Yes
Dealer25,1/2/2018,75.27,2.02,63,154.86,34.09,55.79,572.6,460.1,886.7,90,6020.5,2,-52045,-6.32,0.67,10,991.7,89.6,9722.2,1459.4,0.5,VG-7,2/18/1999,3/21/2019,Yes
Dealer25,1/3/2018,78.07,2.4,127.5,150.23,34.15,54.15,134.5,868.25,896.1,100,7525,1.33,-41252,-5.55,0.8,15,993.8,180.6,11571,2249.33,1.5,VG-7,2/18/1999,3/21/2019,Yes
Dealer25,1/4/2018,74.4,2.59,0,149.4,35.14,53.83,0,0,911.1,0,10431,0,-40969,-6.14,0.7,0,992.9,0,0,0,0,VG-7,2/18/1999,3/21/2019,Yes
Dealer25,1/5/2018,59.53,2.57,150,134.83,35.14,0,832.67,2806.33,929.3,100,13887,1,-48094,-5.38,0.81,10,,157.8,9773.4,1356.92,4,VG-7,2/18/1999,3/21/2019,Yes
Dealer25,1/6/2018,61.57,2.54,225,145.5,38.46,0,736,948,950.7,50,11009,0.67,-7158,-0.77,0.73,21.43,,342.14,17488.71,2854,2.5,VG-7,2/18/1999,3/21/2019,Yes
Dealer25,1/7/2018,46.31,1.8,0,137.87,46.15,0,0,0,949.2,0,10847.5,0,-13217,-1.36,0.86,37.5,,549.5,34309.5,3189.75,0,VG-7,2/18/1999,3/21/2019,Yes
Dealer25,1/8/2018,52.35,2.05,0,76.25,48.65,0,0,0,958.1,0,11786.5,0,-24449,-2.6,0.73,0,,0,0,0,0,,2/18/1999,3/21/2019,Yes
Dealer25,1/9/2018,66.73,1.9,345,235.67,48.72,0,629.5,1592.5,953.6,50,9189,0.67,-63176,-13.22,0.84,21.43,0,283.14,16919.14,1282.6,2.5,,2/18/1999,3/21/2019,Yes
Dealer25,1/10/2018,66.42,1.89,70,154.5,46.15,0,-319.67,1329.33,949.8,66.67,9470.5,1,-56329,-8.8,0.81,13.64,0,70.09,13041.45,1068.38,2.67,,2/18/1999,3/21/2019,Yes
Dealer25,1/11/2018,50.67,2.01,570,112.22,48.65,0,1503,3944,926,0,12905.5,0.33,-36089,-6.14,0.9,25,0,250.67,21820.17,751.4,5,,2/18/1999,3/21/2019,Yes
Dealer25,1/12/2018,47.38,2.16,96,125.49,54.84,0,834,760.2,910.5,80,14020.5,1.67,-25826,-3.83,0.93,12.5,,154.25,11882.42,1162,1.4,VG-7,2/18/1999,3/21/2019,Yes
Dealer25,1/1/2019,60.13,2.14,240,160.38,51.72,0,568,1606.5,910.4,100,8640.5,0.67,-49556,-9.67,0.69,50.2,,269.6,25649.8,2548.67,1.5,,2/18/1999,3/21/2019,Yes
Dealer25,1/2/2019,67.4,2.19,180,169.45,53.85,54.57,119,1476.5,902.4,50,8719.5,0.67,-67447,-16.75,0.51,62.25,,267.5,29632.75,2793.5,1,,2/18/1999,3/21/2019,Yes
Dealer23,1/1/2018,53.25,1.76,126,49.17,33.33,42.6,-1150.2,107.2,797.8,0,2532.75,0.71,106978,4.28,0.78,1332.35,1000,103.33,5248.38,720.34,0.73,VG-7,10/1/2010,,No
Dealer23,1/2/2018,36.28,1.66,165,52.61,25,46.53,-389,-426.2,873.4,0,2498.5,0.5,95356,4.26,0.73,924.49,985.7,364.05,4601.91,929.71,1.15,VG-7,10/1/2010,,No
Dealer23,1/3/2018,47.45,1.74,183.75,44.88,33.33,48.53,-1326.5,66.05,875.9,0,4263.5,1.14,194603,6.18,0.85,888.24,988.9,154.54,4226.1,881.93,0.74,VG-7,10/1/2010,,No
Dealer23,1/4/2018,29.91,1.75,110,56.47,20,48.06,-1339,-147.22,868.6,0,2833.75,0.86,162719,4.67,0.87,808.93,975,316.6,3842.97,880.56,0.78,VG-7,10/1/2010,,No
Dealer23,1/5/2018,47.85,1.77,126,51.8,33.33,47.23,-637.2,-202.63,879.4,0,4525.67,0.83,194717,6.69,0.6,638.03,,239.41,4277.93,1251.56,1.39,VG-7,10/1/2010,,No
Dealer23,1/6/2018,53.2,1.78,100,58.51,33.33,45.69,-868.83,-14.89,892.2,0,2635.25,1,170972,5.46,1.08,1006.67,,223.25,4238.58,856.44,0.65,VG-7,10/1/2010,,No
Dealer23,1/7/2018,54.2,1.8,75,50.68,44.44,45.51,-684.5,-32.9,903.2,0,1478.75,1.33,193062,6.19,0.96,696.92,,365.32,4208.39,1047.51,0.97,VG-7,10/1/2010,,No
Dealer23,1/8/2018,47.72,1.9,165,47.85,40,44.75,-1912,-324.38,880.9,0,2488.5,0.67,227608,8.23,0.79,730.65,,208.44,4256.88,881.12,1.25,VG-7,10/1/2010,,No
Dealer23,1/9/2018,41.8,1.61,81,50.29,44.44,44.73,-1238.2,-472.8,862.3,0,2033,1.67,172729,6.61,0.76,984.78,0,311.62,4648.63,1261.14,0.86,VG-7,10/1/2010,,No
Dealer23,1/10/2018,28.63,1.64,187.5,48.65,40,44.49,-1259.25,-138.07,886.2,0,2831,0.67,216924,6.46,1.39,1006.67,0,293.58,4072.1,1139.83,0.68,VG-7,10/1/2010,,No
Dealer23,1/11/2018,26.97,1.69,115,56.56,36.36,45.63,-1127.17,-54.17,874.7,0,2861.5,1,164386,5.76,0.91,1006.67,0,-41.84,4272.95,876.64,0.74,VG-7,10/1/2010,,No
Dealer23,1/12/2018,42.38,1.94,77.14,55.59,40,45.47,-2351.43,-37.9,870,0,2836.75,1.17,435491,13.47,1.47,963.83,880,291.31,4439.36,1122.73,0.8,VG-7,10/1/2010,,No
Dealer23,1/1/2019,20.55,1.72,142.5,52.51,46.15,46.12,-1984.75,-187.94,859.4,0,3823.5,0.67,136338,6.46,0.75,943.75,0,193.19,5397.62,1211.64,1.42,VG-7,10/1/2010,,No
Dealer23,1/2/2019,55.81,1.74,180,56.08,53.85,46.85,-4081.67,-509.37,869.7,0,1656,0.43,137651,4.72,0.93,943.75,1000,309.76,4606.24,1009.07,1.04,VG-7,10/1/2010,,No
Dealer23,1/3/2019,45.25,1.69,66.67,49.98,46.67,46.84,-547.78,-358.69,865.7,0,2922.5,1.29,156405,5.61,1.39,984.78,932.5,231.11,4863.33,748.59,0.83,VG-7,10/1/2010,,No
Dealer23,1/4/2019,39.93,1.53,85.71,52.48,46.67,48.4,-1168.57,-105.09,869.8,0,2820,1,150924,6.27,0.59,1224.32,946,78.38,5354.51,1138.1,0.79,VG-7,10/1/2010,,No
Dealer23,1/5/2019,36.81,1.56,76.36,55.06,50,47,-557.91,-46.55,898.9,0,1987,1.83,209456,5.5,0.88,696.92,930,223.26,3832.27,1337.06,0.8,VG-7,10/1/2010,,No
Dealer23,1/6/2019,36.98,1.57,53.08,55.56,52.94,46.91,-272.31,87.23,923.5,0,2490.75,1.86,181277,5.57,0.77,906,915.33,361.14,4490.21,1423.08,0.59,VG-7,10/1/2010,,No
Dealer23,1/7/2019,30.24,1.7,52.5,47.79,38.89,0,-902.92,-40.66,930,0,2407.25,2.4,240112,7.19,0.95,707.81,916.11,152.03,4209.81,754.96,0.93,VG-7,10/1/2010,,No
Dealer23,1/8/2019,40.11,1.69,50,56,41.18,48.02,-902.33,-260.72,850.2,0,4338.5,2,292164,6.52,1.13,492.39,920.53,267.92,3232.03,1048.78,1.02,VG-7,10/1/2010,,No
Dealer23,1/9/2019,6.29,1.74,97.5,48.18,45,0,-326.5,-234.73,820.5,0,7779,1.33,217221,6.07,0.74,794.74,922.38,408.29,4003.48,920.65,0.78,VG-7,10/1/2010,,No
Dealer23,1/10/2019,39.26,1.7,60,50.75,50,0,-582.83,-46.7,834.6,0,3712.67,2,195279,7.02,1.51,707.81,916.8,513.63,5040.58,1119.38,1.21,VG-7,10/1/2010,,No
Dealer23,1/11/2019,54.79,1.65,135,50.86,59.09,50.11,-1002,-481.02,889.8,0,1849.56,1,204461,7.42,0.7,719.05,918.52,604.12,4672.59,1199.3,1.39,VG-7,10/1/2010,,No
Dealer23,1/12/2019,41.85,1.76,48.46,55.26,57.69,50.21,-603.31,-288.85,907.9,0,1460.22,1.86,263509,8.27,0.74,943.75,911.94,415.81,4601.69,1076.89,0.6,VG-7,10/1/2010,,No
Dealer23,1/1/2020,56.55,1.51,96.67,52.19,60,49.79,-290.44,-55.29,893.2,0,2022.22,1.5,113118,5.45,0.99,963.83,896.67,535.47,6104.75,1308.84,1.38,VG-7,10/1/2010,,No
Dealer23,1/2/2020,38.02,1.64,90,61.97,53.57,49.37,-582.6,-67.79,903.2,0,2160.67,1.67,125526,4.63,0.76,823.64,1000,671.12,4950.74,1225.78,1,VG-7,10/1/2010,,No
Dealer23,1/3/2020,62.79,1.66,90,52.92,51.72,48.62,-867.8,-83.96,882.9,0,1583.78,2,125337,4.42,0.96,794.74,868.33,517.67,4619.14,865.32,0.93,VG-7,10/1/2010,,No
